2013,tt0816711,World War Z,Marc Forster,51183,3553,4925,12267,15395,8119,3362,1440,755,497,870,140631,16934,3.6,192,760,774,417,186,116,552,3.9,12,24,21,7,7,3,2048,4.4,65,89,59,24,13,7,582,3.8,3,22,17,12,4,0,249,4,5,16,14,9,1,1,475,278,246,104,101
2010,tt0817177,Flipped,Rob Reiner,6384,1102,1023,1741,1333,584,265,122,58,52,104,147000,239,3.9,4,18,9,1,2,1,6,3.1,0,0,0,0,0,0,177,4.4,16,7,4,3,0,0,17,3.5,0,0,0,0,0,0,123,4,9,24,2,2,0,1,0,0,0,0,0
2010,tt0817230,Valentine's Day,Garry Marshall,15898,1011,696,1594,2711,3375,2585,1362,839,667,1058,143276,5959,2.6,98,168,158,221,112,136,44,3.1,0,0,0,2,0,0,488,3.9,4,2,4,7,8,2,107,3,2,0,1,4,0,2,190,3.2,5,17,3,14,6,0,0,0,0,0,0
2013,tt0817545,The Power of Few,Leone Marucci,709,95,92,75,96,92,90,62,41,21,45,217472,7,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,tt0831280,Waking Madison,Katherine Brooks,385,115,32,56,57,35,30,12,10,14,24,131877,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,tt0840361,The Town,Ben Affleck,51496,6033,10075,17722,11325,3858,1241,472,251,179,340,82376,9692,3.9,180,524,438,138,34,19,141,3.5,2,10,20,1,3,0,198,4.1,10,9,7,2,0,0,413,4,3,14,12,4,0,0,319,3.5,4,33,16,22,4,1,0,0,0,0,0
2010,tt0842926,The Kids Are All Right,Lisa Cholodenko,22106,1474,2344,5618,6469,3184,1257,609,340,276,535,148352,1101,3.1,9,40,82,39,15,8,59,3.6,1,2,3,1,0,0,184,4,1,5,7,4,0,0,116,3.8,0,5,4,0,0,0,91,3.3,3,7,2,7,2,0,0,0,0,0,0
2011,tt0847825,The Speed of Thought,Evan Oppenheimer,339,21,7,19,42,57,70,54,27,17,25,196591,6,3,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,tt0850709,Risen,Neil Jones,27,1,2,2,4,3,3,5,2,0,5,192661,10,2.6,0,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,tt0857190,The Sweeney,Nick Love,939,36,27,98,228,259,121,76,27,25,42,184949,156,3.4,2,5,13,2,1,0,5,3,0,0,0,0,0,0,12,2.9,0,1,0,1,0,0,26,2.7,1,0,3,1,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0
2010,tt0861747,Zenitram,Luis Barone,9,1,0,0,1,0,1,0,2,0,4,202474,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,tt0873886,Red State,Kevin Smith,13500,1268,1071,2308,3072,2307,1328,755,495,304,592,127878,592,2.5,3,25,31,30,18,20,22,3.2,0,0,0,0,0,0,12,3,0,1,0,0,0,0,43,3.2,0,2,3,3,2,0,26,2.4,0,0,3,1,0,3,0,0,0,0,0
2012,tt0878814,Jewtopia,Bryan Fogel,257,21,22,17,20,26,27,34,17,14,59,196667,0,0,0,0,0,0,0,0,3,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,tt0879870,Eat Pray Love,Ryan Murphy,8328,595,420,793,1187,1417,1263,868,532,402,851,121807,2121,2.5,44,60,75,88,71,86,95,2.5,2,0,1,8,9,2,303,3.7,4,8,6,11,10,1,108,2.8,1,3,3,3,4,0,139,2.9,4,6,4,7,6,1,27,13,40,24,28
2011,tt0881320,Sanctum,Alister Grierson,5968,274,229,575,1088,1450,996,521,336,208,291,122066,1777,2.6,32,80,116,119,74,50,56,2.9,3,3,4,1,7,0,97,3.4,4,4,8,3,4,1,88,3,0,1,5,2,1,1,189,3.5,6,10,13,14,3,2,60,39,34,27,36
2010,tt0889573,The Switch,Josh Gordon,12976,703,612,1509,2957,3523,2013,780,348,238,293,123257,1145,2.4,8,22,65,58,31,14,26,2.9,1,0,0,0,0,0,252,4.1,5,3,7,4,3,1,42,3.2,1,0,4,1,0,0,20,3.1,0,0,0,2,1,0,15,13,25,14,7
2010,tt0892318,Letters to Juliet,Gary Winick,9612,1149,762,1505,2133,1853,986,514,241,237,232,146575,631,3.5,12,18,20,15,9,8,48,3.8,3,1,2,2,1,0,632,4.4,18,12,8,8,4,1,75,3.7,2,5,0,0,1,0,46,3.6,1,6,2,5,0,1,33,20,24,23,28
2010,tt0896872,The Whistleblower,Larysa Kondracki,2988,283,275,691,930,431,184,74,30,27,63,146347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.2,0,0,0,0,0,0,23,3.3,0,0,0,1,0,0,13,3.4,0,2,1,0,0,0,78,39,39,19,22
2011,tt0905372,The Thing,Matthijs van Heijningen Jr.,16285,1124,895,2355,4104,3623,1989,948,458,285,504,182645,2003,3,30,120,177,125,46,16,51,3.2,3,3,5,2,0,1,54,3.4,3,3,2,0,1,0,112,3.4,3,4,3,8,0,0,43,2.9,0,2,5,2,1,0,0,0,0,0,0
2010,tt0914863,Unthinkable,Gregor Jordan,7941,727,932,1899,2201,1062,456,224,128,90,222,124740,1213,3.5,30,82,71,38,9,13,0,0,0,0,0,0,0,0,52,3.6,0,2,0,1,0,1,76,3.5,2,5,2,2,0,0,75,3.2,0,6,6,7,3,0,0,0,0,0,0
2010,tt0923954,Truth About Kerry,Katherine Torpey,44,12,4,2,3,3,4,7,3,2,4,204779,2,3.1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2010,tt0935075,Rabbit Hole,John Cameron Mitchell,6814,615,800,1771,1910,947,401,147,79,53,91,125315,1005,3.3,22,73,66,24,12,10,0,0,0,0,0,0,0,0,65,3.6,2,6,8,0,1,0,23,3.5,0,0,0,0,0,0,52,3.1,0,0,3,2,1,0,0,0,0,0,0
2010,tt0944835,Salt,Phillip Noyce,34492,2068,2158,5491,9696,7604,3531,1668,838,540,898,130203,9838,3,149,317,447,321,176,121,180,3,0,5,9,12,6,0,415,4.2,6,8,8,19,4,0,512,3.1,1,8,20,10,4,0,623,3.8,11,45,37,41,6,3,40,30,42,28,15
