tt1692214,0,1,3,2,5,2,1,1,1,2,
tt2198235,6,5,4,1,4,3,2,0,2,5,
tt1716753,22,5,15,29,36,68,81,103,85,85,
tt3159812,11,5,0,8,8,3,2,4,4,4,
tt2650548,7,0,4,10,7,5,1,3,3,4,
tt1468727,7,1,3,1,3,5,5,2,10,13,
tt1453405,2909,3356,8289,7884,3074,925,316,130,80,233,
tt1748122,7210,9641,11756,6470,2559,1130,562,325,235,513,
tt1567130,5,0,4,9,6,3,1,0,2,2,
tt1126618,575,625,1566,2885,2445,1091,461,197,129,115,
tt1320103,8,5,8,8,7,9,2,4,2,9,
tt1697646,0,1,0,1,3,3,4,0,1,0,
tt1978480,24,10,22,35,24,12,8,5,4,13,
tt1434435,208,130,331,516,504,240,114,84,56,91,
tt1933622,0,0,1,1,1,0,0,0,0,1,
tt3103334,0,0,2,1,0,2,0,0,1,0,
tt1183911,22,15,43,89,103,45,24,8,10,9,
tt1485749,29,20,35,48,19,8,7,4,2,8,
tt1396218,466,283,704,1408,1970,1179,542,290,171,324,
tt1935179,2040,3827,7734,5675,1987,652,253,108,74,174,
tt2061756,30,33,76,75,42,14,9,4,2,4,
tt1781866,0,0,0,5,4,1,4,2,4,3,
tt1918965,11,8,7,17,20,23,8,8,7,18,
tt2125558,28,5,6,8,8,18,15,14,11,11,
tt2114440,4,0,2,0,2,3,2,1,13,18,
tt2268732,42,49,107,86,52,34,18,9,4,18,
tt1606636,4,2,0,4,2,4,3,3,0,2,
tt2112210,64,60,141,236,226,88,53,23,19,26,
tt1772984,0,0,0,0,0,0,2,1,0,4,
tt1447793,104,66,152,172,178,127,54,34,33,40,
tt1679248,29,8,16,21,25,23,8,7,6,7,
tt2908228,121,63,77,118,79,42,17,20,28,216,
tt1896788,3,4,11,11,8,1,2,2,2,1,
tt2480940,4,1,1,0,2,0,2,0,0,1,
tt2102502,10,2,1,6,8,5,4,1,2,3,
tt1188996,748,355,439,326,218,143,79,64,54,219,
tt1193507,29,19,17,24,36,29,16,17,7,23,
tt3091126,14,3,11,5,13,11,5,4,4,4,
tt2875926,5,4,6,11,6,1,1,2,1,3,
tt1655420,885,1237,2950,3743,1863,689,264,130,94,166,
tt1701218,11,2,2,4,7,9,13,14,12,15,
tt1705125,10,1,4,3,12,22,52,42,37,46,
tt2236054,23,16,61,91,90,38,22,6,5,11,
tt2731434,0,0,0,0,0,0,0,0,0,1,
tt2209426,1,2,4,6,1,1,2,0,0,2,
tt2654428,0,0,1,3,2,5,3,0,3,2,
tt2106550,13,9,26,39,38,31,16,9,11,12,
tt1507005,3,2,4,13,5,2,4,0,0,1,
tt2235164,1,1,0,0,1,5,0,0,1,0,
tt2034060,1,2,1,2,3,1,1,0,0,2,
tt2180477,45,8,10,15,5,6,9,1,2,12,
tt1760985,5,2,5,12,9,6,7,2,3,2,
tt1361349,0,2,3,3,4,2,2,0,2,2,
tt1454505,8,5,12,35,9,4,4,1,3,3,
tt2118689,0,0,1,7,5,1,1,0,0,5,
tt1795369,102,45,20,1,1,1,1,0,1,6,
tt1621426,53,35,86,119,85,36,14,6,6,22,
tt1493157,36,6,19,32,86,115,135,101,80,89,
tt1709714,0,0,0,0,0,0,1,0,0,1,
tt2033328,0,1,2,0,1,1,0,0,0,1,
tt1821549,1654,3046,5260,3325,1267,417,193,111,61,138,
tt1560970,34,36,82,121,56,26,18,6,6,14,
tt1318029,13,6,9,1,3,2,2,0,1,2,
tt1866205,1,1,1,5,5,7,3,0,0,2,
tt1334260,1472,1694,3141,3196,1670,799,331,181,141,227,
tt2043932,16,6,7,17,34,12,14,7,9,14,
tt1648112,20,15,24,48,50,31,9,9,10,27,
tt1880418,39,38,89,131,89,36,18,4,10,24,
tt1891942,4,1,4,7,3,0,1,1,2,3,
tt1956580,0,0,0,0,0,0,0,0,0,1,
tt0775543,71,46,106,118,150,60,32,16,16,19,
tt2043933,71,67,187,327,323,196,111,50,46,67,
tt1654523,63,74,120,166,88,55,23,8,5,22,
tt1879012,26,1,6,7,28,45,60,82,85,106,
tt0768222,638,2231,1797,1269,175,11,17,34,26,52,
tt2261891,0,0,0,1,0,0,3,0,1,1,
tt0959329,174,67,136,271,423,417,253,151,98,125,
tt2458106,73,41,90,175,177,99,51,15,15,19,
tt1644655,12,2,3,9,4,4,2,1,1,3,
tt1734110,33,57,115,130,64,32,21,8,10,40,
tt1763264,205,116,227,378,394,250,119,73,44,65,
tt1601215,5,2,1,2,1,7,5,0,6,7,
tt1411238,1277,1073,2699,5002,5211,2820,1295,748,438,663,
tt1651143,0,1,1,1,4,5,0,1,2,1,
tt1661862,8,6,25,33,30,14,3,4,3,6,
tt1740490,0,1,0,0,0,0,3,1,1,3,
tt2059255,119,219,540,491,200,73,32,14,12,38,
tt1907731,43,24,76,180,192,240,122,72,55,75,
tt1722516,1,0,0,1,0,1,0,0,0,1,
tt1884369,43,16,28,50,66,84,54,41,30,56,
tt2526866,1,0,0,0,0,0,1,1,1,0,
tt2650986,7,4,15,24,18,8,2,3,1,4,
tt1247683,54,31,43,71,63,31,14,8,7,9,
tt2153905,0,0,0,0,1,3,1,2,1,1,
tt1524565,0,0,0,0,0,0,0,0,1,1,
tt2185431,1,1,1,4,2,2,0,1,0,1,
tt1230215,69,60,158,265,324,219,95,59,24,54,
tt1935065,35,25,69,137,167,112,48,20,11,29,
tt1662293,24,11,21,47,62,108,91,66,41,58,
tt1651328,20,10,19,22,28,17,4,3,5,4,
tt1854568,7,12,16,15,25,13,7,1,4,3,
tt1723115,2,0,1,1,0,0,0,0,0,1,
tt1937264,293,206,355,433,266,139,59,26,26,40,
tt1670345,4522,5103,10009,10515,5837,2755,1345,651,412,613,
tt2016955,7,3,17,21,11,9,7,2,1,4,
tt1683921,31,35,158,176,90,33,24,6,7,9,
tt1629716,2,0,0,2,3,0,1,0,2,0,
tt2844994,4,1,5,1,4,3,2,1,2,2,
tt2181959,1,0,3,3,7,8,2,3,4,4,
tt2186665,0,1,1,1,2,0,1,0,0,1,
tt1483013,2688,3923,9476,12255,6784,2702,1150,573,348,508,
tt2388715,708,711,1852,2951,2127,1115,566,301,198,275,
tt2418298,0,0,0,0,1,1,0,0,0,1,
tt1767354,767,651,1360,1585,796,392,165,90,61,87,
tt2736074,1,1,0,2,0,0,2,0,1,1,
tt1906440,1,0,0,1,1,1,2,1,2,4,
tt1543597,0,0,0,0,0,0,2,0,1,2,
tt1821427,13,15,21,37,38,38,13,4,13,24,
tt2327453,2,0,5,3,0,0,3,2,1,2,
tt2133298,1,0,0,3,3,7,4,1,5,1,
tt1321511,361,298,747,1418,1508,1064,561,350,255,608,
tt1503149,8,1,6,2,5,3,2,0,1,3,
tt1924336,1,2,0,0,7,0,2,0,1,1,
tt1710590,2,2,8,10,9,2,1,0,1,1,
tt2852406,128,140,278,184,67,25,12,10,7,25,
tt1921048,0,2,0,4,3,0,0,0,1,0,
tt2229319,1,0,1,2,5,1,3,0,0,0,
tt1726889,1,0,0,5,7,7,0,3,2,4,
tt1663660,18,18,57,50,37,28,6,3,7,8,
tt2717558,23,22,57,56,36,15,11,3,2,9,
tt1395054,35,39,94,79,55,40,8,2,4,14,
tt1196956,47,40,53,104,57,31,15,10,4,24,
tt1563738,803,675,1421,2029,1506,815,447,249,179,260,
tt2375379,63,13,27,18,7,8,3,2,3,13,
tt1881024,35,15,35,53,110,101,57,29,19,36,
tt1602613,1106,629,1306,1704,1644,1354,971,646,467,704,
tt1714915,649,818,1400,1147,614,279,161,99,54,126,
tt1678054,5,2,4,7,12,3,3,5,1,5,
tt1474816,7,1,3,3,3,1,3,1,2,2,
tt1448762,28,11,22,41,67,95,96,64,56,66,
tt2641648,0,0,0,0,2,0,0,0,1,4,
tt1438216,36,50,93,103,48,31,11,3,4,9,
tt1390415,2,1,3,1,1,2,1,1,2,1,
tt2332686,0,0,0,0,3,1,0,1,0,0,
tt1642274,0,0,0,0,0,0,0,0,0,1,
tt0452664,1,0,1,1,5,3,6,1,2,3,
tt2185384,8,3,4,5,3,1,2,0,1,2,
tt2141875,18,6,10,15,15,27,38,23,27,46,
tt2356464,2,1,1,1,3,1,4,0,0,0,
tt1986926,2,1,3,2,2,2,1,0,1,0,
tt1578128,0,0,0,2,3,2,5,2,0,4,
tt2106590,0,0,0,0,0,3,0,1,1,0,
tt1637706,858,1019,3035,5657,4461,1947,831,347,225,308,
tt2594428,12,0,3,1,2,0,2,0,2,4,
tt1396219,19,7,42,67,95,91,30,17,15,18,
tt1621868,0,0,0,0,0,1,1,0,1,1,
tt1663662,5494,5925,11046,10653,6243,3033,1498,841,543,858,
tt2226407,1,0,0,0,0,1,1,0,1,0,
tt2479800,161,143,342,555,519,325,142,75,55,96,
tt1727358,19,6,27,45,70,93,48,42,28,45,
tt1801822,1,0,0,0,0,0,0,0,0,1,
tt2662134,0,0,0,0,0,0,1,0,0,1,
tt1784575,30,31,29,39,21,21,11,2,2,20,
tt2542406,5,6,6,4,4,5,2,0,1,4,
tt2371824,16,7,38,48,32,17,15,2,4,9,
tt2371834,10,10,23,51,33,19,5,4,3,5,
tt1403214,28,39,77,107,53,37,16,4,5,20,
tt1262990,32,16,51,70,114,114,69,53,40,77,
tt1343740,10,0,1,3,8,10,8,9,7,2,
tt1536044,1128,867,1887,2928,3140,2075,1068,682,548,1019,
tt1778304,1134,859,1972,3067,3090,1856,1027,640,428,1022,
tt2109184,422,134,419,824,1283,1589,1355,892,656,944,
tt1728179,22,2,18,27,26,35,24,24,23,54,
tt2102396,11,3,8,7,6,5,3,4,2,8,
tt1233334,202,218,357,297,139,57,24,24,10,39,
tt2420886,3,0,0,6,6,4,6,0,1,1,
tt1571409,32,16,36,35,23,12,7,2,3,5,
tt1904996,410,295,968,2184,2578,1220,515,269,123,222,
tt2345112,156,132,425,593,478,214,86,38,12,59,
tt2118701,2,2,6,4,6,2,2,2,0,2,
tt2597216,2,0,0,1,0,1,0,4,2,2,
tt1396221,410,215,87,69,131,143,140,115,90,140,
tt1829012,91,40,143,275,400,445,241,186,109,144,
tt2011183,8,9,9,12,10,5,3,4,3,4,
tt1906446,1,0,0,2,5,3,1,1,2,0,
tt1260680,14,3,5,7,6,17,19,13,24,54,
tt1535467,13,8,26,23,29,30,17,16,5,27,
tt2147459,17,6,20,55,75,82,48,31,17,22,
tt1092026,2430,2705,6454,8258,4313,1816,789,386,267,514,
tt2215395,8,4,14,28,15,6,4,2,3,4,
tt2246909,0,0,1,0,3,4,3,2,1,1,
tt1706462,0,0,0,2,0,0,2,0,0,1,
tt1551630,46,16,59,141,224,152,68,36,15,32,
tt1836883,5,1,4,8,3,0,0,0,0,2,
tt1188113,148,114,245,419,372,208,89,46,35,63,
tt2198101,1,0,1,0,0,0,1,0,0,1,
tt1103273,60,30,80,182,303,224,101,51,38,41,
tt1699755,98,37,97,179,238,218,121,79,39,126,
tt1864455,0,0,0,0,2,1,1,0,0,0,
tt2055709,21,6,35,52,84,63,36,17,12,18,
tt1725073,4,7,21,43,54,31,29,13,10,7,
tt1716777,444,533,1277,1577,858,318,123,65,31,71,
tt1854564,915,509,1093,1884,2159,1307,680,365,226,317,
tt1439572,361,351,684,794,473,265,128,82,59,87,
tt1646221,12,7,6,3,7,3,0,1,2,2,
tt1381413,26,10,18,40,58,64,36,16,18,15,
tt1922685,113,53,177,371,453,299,129,65,30,55,
tt2431286,1084,1959,3607,2385,697,205,90,40,20,89,
tt1529316,1,0,3,0,2,0,2,0,1,2,
tt1951218,4,3,6,19,25,23,7,4,3,10,
tt2066040,11,8,12,9,13,7,5,0,1,4,
tt1460643,5,0,0,5,6,12,8,10,12,25,
tt0464154,1123,608,1482,2449,2442,1748,1070,659,530,867,
tt1714203,245,60,157,291,411,591,634,534,468,598,
tt1298650,3986,3204,7115,11341,8871,4577,2202,1054,551,930,
tt2397531,33,22,41,47,51,28,21,11,7,14,
tt2585562,7,13,20,8,3,4,0,0,2,8,
tt1399677,2,2,3,5,2,4,0,0,1,1,
tt1922689,12,1,1,6,8,5,1,1,1,5,
tt2062990,1,0,1,2,3,4,3,2,0,1,
tt1691917,273,129,392,725,1022,740,421,218,141,299,
tt1376717,6,15,19,21,16,7,6,3,2,8,
tt1682940,88,14,33,60,97,177,172,105,90,110,
tt1632722,1,1,0,1,1,0,0,3,1,1,
tt2226519,48,18,38,54,62,68,38,21,20,24,
tt1817236,2,0,1,2,1,0,1,0,1,5,
tt1587729,78,33,64,68,23,15,6,2,5,28,
tt1661420,42,71,180,179,72,59,19,10,11,27,
tt1702385,0,0,0,1,0,1,0,0,1,0,
tt1693843,431,15,29,31,35,46,28,29,26,36,
tt2602664,1,0,0,3,4,0,4,0,2,2,
tt1544592,2,0,2,1,2,3,0,0,1,0,
tt1774531,6,3,3,4,2,1,3,0,0,4,
tt2043962,4,3,8,9,3,0,1,0,2,2,
tt2690160,3,2,3,2,4,12,14,14,21,19,
tt1798229,0,0,2,2,4,1,1,0,0,1,
tt1714886,10,10,23,33,23,15,5,3,1,6,
tt1754367,40,55,80,97,68,64,30,26,16,15,
tt2319993,0,0,0,2,0,0,1,0,1,0,
tt1521848,36,43,124,185,131,79,29,9,8,16,
tt1196338,10,2,2,4,4,11,11,19,20,31,
tt1736636,15,22,70,109,65,24,12,3,1,6,
tt2176786,7,8,24,28,10,7,4,3,1,6,
tt2608726,0,0,0,3,1,2,7,1,2,10,
tt1547234,660,647,2256,4585,3592,1528,677,293,150,240,
tt1352765,6,11,13,10,4,3,2,1,3,4,
tt1845849,30,9,54,108,132,115,66,26,21,36,
tt1438534,97,25,60,140,213,228,132,87,59,102,
tt1592521,10,15,21,26,12,9,3,3,2,2,
tt2195548,122,175,513,821,716,360,188,102,55,58,
tt0473075,2171,1811,4208,6900,5348,2743,1485,757,470,707,
tt1455816,10,1,1,7,13,13,7,12,9,18,
tt1986935,0,0,0,1,0,1,0,0,0,2,
tt1392214,5086,8788,12011,6103,1938,674,266,184,107,305,
tt1667439,4,5,6,7,15,11,2,2,3,7,
tt1500512,73,59,79,65,48,32,16,16,12,25,
tt1636826,1916,1195,2576,3976,3038,1642,861,567,404,1113,
tt2091473,254,251,875,1934,1385,519,191,93,67,258,
tt1491611,0,0,0,2,1,0,0,0,0,0,
tt1559033,90,11,32,69,111,161,115,82,46,63,
tt1582244,7,5,20,8,5,0,1,0,1,2,
tt1351784,19,6,7,20,22,46,60,54,41,46,
tt1703919,0,0,0,3,4,4,3,5,1,1,
tt1582248,256,228,605,912,538,225,59,24,19,35,
tt1931515,0,0,0,0,0,0,0,0,1,0,
tt1549571,46,10,15,24,35,41,21,14,11,46,
tt1921070,16,13,22,90,114,108,46,19,12,26,
tt1530975,27,6,24,24,25,12,17,10,14,17,
tt1410198,3,3,0,0,0,3,3,0,3,4,
tt1879030,34,15,21,35,53,35,22,13,12,18,
tt3285802,0,2,1,1,3,1,1,0,0,0,
tt2334779,1,2,0,3,3,2,5,0,2,1,
tt1808426,2,0,0,4,4,1,2,1,0,1,
tt1441951,307,301,584,636,418,176,65,32,13,38,
tt1266037,2,2,9,8,5,1,2,0,0,2,
tt2112136,2,0,0,0,4,1,1,2,2,1,
tt1899270,2,2,3,5,2,5,3,0,1,2,
tt1787787,2,1,3,2,1,2,0,0,1,0,
tt2073154,2,0,0,0,1,5,0,2,1,1,
tt1068962,1,0,0,2,4,0,0,0,1,2,
tt1443518,4,2,2,0,4,3,3,2,0,2,
tt1434443,11,6,29,44,15,6,2,0,1,7,
tt1729218,0,0,1,1,5,2,1,0,2,0,
tt0790736,463,300,857,1914,2798,2320,1214,779,463,531,
tt2914838,15,12,30,33,40,19,13,9,10,7,
tt1291465,49,72,106,140,77,50,29,15,14,36,
tt2359810,57,69,115,91,65,28,18,11,8,43,
tt1334470,31,15,30,34,36,35,22,20,12,42,
tt1664806,15,11,22,19,7,10,4,3,3,12,
tt2140315,6,0,1,8,4,16,17,19,17,24,
tt0935075,615,800,1771,1910,947,401,147,79,53,91,
tt1721055,12,5,4,17,17,14,12,5,8,2,
tt1403987,6,4,1,2,5,3,0,4,6,9,
tt2634414,11,3,5,5,8,24,21,31,20,18,
tt3203910,2,6,4,12,8,4,1,0,1,6,
tt1744641,4,0,2,2,1,2,2,0,1,7,
tt1583356,47,35,145,261,227,105,39,23,21,25,
tt1640548,160,126,416,816,988,738,363,213,143,257,
tt1192628,2373,3185,6757,6608,3462,1511,738,435,269,452,
tt1879032,120,63,174,318,439,361,231,134,95,131,
tt1830786,3,0,2,2,1,5,7,6,8,34,
tt1585270,0,0,0,1,0,2,1,0,1,1,
tt1708532,23,8,20,36,43,38,39,29,17,51,
tt0433035,2840,2808,6448,8328,4533,2013,870,460,322,541,
