2013,tt2709716,5,41,Antidote
2013,tt2772092,4.5,1705,Antisocial
2013,tt3208484,7.6,25,Anumati
2013,tt2229043,5.2,101,Any Minute Now
2013,tt2042449,5.6,174,Anything Is Possible
2013,tt3375544,5.7,12,Anything's Possible
2013,tt3007090,4.9,35,Apeiron
2013,tt2180295,3.2,12,Apio Verde
2013,tt3593110,7.1,37,Dui mian de nu hai sha guo lai
2013,tt2894338,5.1,13,Apostles of Comedy: Onwards and Upwards
2013,tt2536436,5.4,1453,App
2013,tt0837559,5,209,Approaching Midnight
2013,tt2070604,5.1,406,April Apocalypse
2013,tt2417488,6.9,21,April Grace
2013,tt2716374,6.5,35,Aquadro
2013,tt2994212,5.8,35,Arabani
2013,tt3195576,7,14,Araler Antorale: The Inside Story
2013,tt2824006,5.8,36,Arukana
2013,tt3283804,7,1415,Tamam Miyiz?
2013,tt1545754,5.3,7749,Are You Here
2013,tt2820808,4.5,20,Area 407: Part Two
2013,tt3288508,5.8,69,Arikil Oraal
2013,tt2941256,5.2,82,Arkadasim Max
2013,tt3145464,5.6,133,Arkadaslar Arasinda
2013,tt2081274,5.2,461,Armed Response
2013,tt2112331,4.7,795,Armistice
2013,tt2620490,6.8,74,Army of Frankensteins
2013,tt2570436,3.9,271,Army of the Damned
2013,tt1847541,5.2,494,Around the Block
2013,tt2555958,7.6,5720,Arrambam
2013,tt2960220,4.3,68,Arrobá
2013,tt2290129,5.3,204,Arrêtez-moi
2013,tt3385854,7.2,170,Artist
2013,tt2767378,6.5,24,"Artémis, coeur d'artichaut"
2013,tt3004642,6.6,25,Arwad
2013,tt1906329,5.8,3178,As Cool as I Am
2013,tt1807944,5.4,2643,As I Lay Dying
2013,tt2058575,7,41,As I Stand
2013,tt3303630,7.1,66,As Jy Sing
2013,tt2920070,7.3,25,Asabiyyah: A New Social Cohesion
2013,tt3399154,6.6,217,Asemane Zarde Kam Omgh (Ehtemale Makoos)
2013,tt3329526,7.2,295,Ashchorjyo Prodeep
2013,tt2902898,6.2,951,Ashens and the Quest for the Gamechild
2013,tt2084093,5.5,488,Ashley
2013,tt2769156,4.1,23,Asia
2013,tt2586682,4.9,889,Ask Kirmizi
2013,tt2500392,7.3,89,Rikyû ni tazuneyo
2013,tt3142914,4,16,Ask aglatir
2013,tt2756188,6.2,33,Asleep in a Storm
2013,tt3106916,5.7,44,Asphalt Watches
2013,tt3254706,4.5,366,Aspirante vedovo
2013,tt1509788,4.2,1578,Ass Backwards
2013,tt1502417,4.4,941,Assassins Run
2013,tt2663744,4.6,378,Assassins Tale
2013,tt2368553,6.1,14406,Assault on Wall Street
2013,tt2853806,2.5,124,Assignment
2013,tt2321195,3.5,183,Assumed Killer
2013,tt3867974,7.8,12,Astu - So Be It
2013,tt2842470,6.8,354,Asu Mare
2013,tt3449670,2.6,11,Asunaro sanjo!
2013,tt3188994,6.2,46,"Asylum, the Lost Footage"
2013,tt1483324,6.5,4657,At Middleton
2013,tt2621378,6.3,56,Ataru: The First Love & the Last Kill
2013,tt2794614,4.8,115,Atatürk'ün fedaisi Topal Osman
2013,tt3042926,7.5,4354,Atharintiki Daaredi
2013,tt2997728,5.8,13,Atomic Kingdom: Revolution
2013,tt2938702,7.4,50,Attahaasa
2013,tt3184096,1.9,384,Attila
2013,tt2474438,7,1205,Attila Marcel
2013,tt2706332,5.5,28,August Club
2013,tt1322269,7.3,55616,August: Osage County
2013,tt2487126,6.6,39,Aura: Maryuuin Koga saigo no tatakai
2013,tt2804026,6.7,2769,Aurangzeb
2013,tt1985019,6.2,11589,Austenland
2013,tt3053758,6.4,14,Auto Raja
2013,tt1988662,7.2,29,Automotive
2013,tt2085752,5.2,1046,Autumn Blood
2013,tt2426266,7,24,Autumn Wanderer
2013,tt2734498,6.8,22,Available
2013,tt2622826,2.1,755,Avalanche Sharks
2013,tt2585072,5.4,302,Avenged
2013,tt2378453,5.5,1302,Avenged
2013,tt2595922,7.2,22,Avenues
2013,tt1669268,6.5,89,Awakened
2013,tt2932828,5.8,14,Awesome Movie
2013,tt1414449,5.1,560,Awful Nice
2013,tt1684548,3.5,633,Axe Giant: The Wrath of Paul Bunyan
2013,tt2357866,2.9,137,Axeman at Cutter's Creek
2013,tt2077703,6.5,151,Aya de Yopougon
2013,tt2926400,6.2,17,Ayal
2013,tt3283754,6.1,72,Ayas
2013,tt2393440,5.1,302,Yesterday Never Ends
2013,tt2424822,7.1,29,Azú
2013,tt2784204,6.9,34,B for Boy
2013,tt2445556,7.3,24,B-Side
2013,tt2708540,5.3,12,B.R.O.O.D.
2013,tt2204243,6.6,1792,Baadshah
2013,tt2222716,5.4,41,Baat Bann Gayi
2013,tt3376504,5.3,18,Babalas
2013,tt3296136,6.5,15,Babie leto
2013,tt2719096,3.2,152,Babovresky
2013,tt3331326,5.5,32,Baby Balloon
2013,tt2375318,3.7,135,Baby Blues
2013,tt2585548,4.7,117,Babysitter Massacre
2013,tt2498312,6.5,323,Bachchan
2013,tt2771824,4.1,14,Back Bench Student
2013,tt2320968,7.4,941,Sein letztes Rennen
2013,tt3470314,6.7,19,Back to the Garden
2013,tt1984116,6.4,28,Backwater
2013,tt3273644,5.2,437,Backyard Ashes
2013,tt2768896,6,94,Baczynski
2013,tt1949583,5.3,128,Bad Behavior
2013,tt2424418,5.9,14,Bad Chicken
2013,tt3421186,5.1,186,Bad Fucking
2013,tt3074610,6.9,843,Pelo malo
2013,tt2086806,3.3,113,Bad Kitties
2013,tt2274570,5.7,4070,Bad Milo
2013,tt2442038,3.8,12,Bad Romance
2013,tt2873214,5.8,975,Bad Turn Worse
2013,tt2170299,6.7,28839,Bad Words
2013,tt2525450,2.6,127,Badass Showdown
2013,tt2644714,4.6,1574,Badges of Fury
2013,tt2473432,6,12,Baga Beach
2013,tt1171222,5,5864,Baggage Claim
2013,tt3075596,5.7,162,Bairro
2013,tt2848824,5.2,536,Bajatey Raho
2013,tt2583494,6.2,51,Bakgat! tot die mag 3
2013,tt3094914,6.6,132,Bakit hindi ka crush ng crush mo?
2013,tt3119172,7.8,118,Bakita Byaktigato
2013,tt2140381,7,544,Serra Pelada
2013,tt1942808,7.9,163,Balkan Is Not Dead
2013,tt2654480,6.1,461,Balupu
2013,tt2318401,7.3,94,Bandook
2013,tt2902646,6.5,31,Bangun lagi dong lupus
2013,tt2437712,4.4,106,Bank$tas
2013,tt1798108,6.4,274,Banklady
2013,tt2011276,5.5,4111,Banshee Chapter
2013,tt3254578,7.8,21,Mga kuwentong barbero
