Banklady;2013;tt1798108;199250;274;6.4;1;3.0;0;0;0;0;0;0;1;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3.2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;
Banshee Chapter;2013;tt2011276;196497;4111;5.5;4;2.9;0;0;0;0;0;0;2;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3.1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;
Barbie Mariposa and the Fairy Princess;2013;tt2946582;223604;319;5.7;6;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Barbie in the Pink Shoes;2013;tt2630134;221525;631;5.1;6;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Barbie in the Pink Shoes;2013;tt2630134;217259;631;5.1;16;3.1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3.1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
Tajemnica Westerplatte;2013;tt1808518;226168;403;4.8;3;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Battle of the Damned;2013;tt2210463;215593;2448;4.5;35;2.3;0;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2.9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
Before Midnight;2013;tt2209418;208883;75323;8.0;600;3.5;8;17;31;17;6;3;48;3.3;1;3;1;1;1;0;156;4.2;19;8;4;4;3;1;53;3.8;4;2;1;1;0;0;20;3.2;0;2;1;0;1;0;
Bela Kiss: Prologue;2013;tt1830495;200955;423;4.1;1;3.0;0;0;0;0;0;0;1;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;2.9;0;0;1;1;0;1;0;0;0;0;0;0;0;0;
Believe;2013;tt2009606;228866;436;5.5;42;3.1;0;2;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Emma's Wings: A Bella Sara Tale;2013;tt2980206;223130;22;3.8;3;2.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Belle;2013;tt2404181;223209;12260;7.4;198;4.0;3;5;4;1;0;0;19;3.5;0;0;3;1;0;0;0;0;0;0;0;0;0;0;7;3.2;0;0;0;0;0;0;5;3.1;0;0;0;0;0;0;
Belle et Sébastien;2013;tt3146360;208626;1670;6.8;2059;4.1;95;174;89;45;13;8;0;0;0;0;0;0;0;0;4;3.2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
