2012,tt2408026,"Soongava",Subarna Thapa,,224449,8,2.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1651916,"Sortie 67",Bastien Jephté,,186285,5,2.8,0,0,0,1,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1152398,"Beastly",Daniel Barnz,,143368,2226,3.0,50,52,72,63,60,51,0,0,0,0,0,0,0,0,438,4.1,9,8,8,1,1,1,92,2.9,0,1,1,3,1,3,57,3.2,1,2,3,1,2,0,
2010,tt1245647,"22 mei",Koen Mortier,,185400,24,2.7,0,0,0,2,1,1,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1585272,"Soul Boy",Hawa Essuman,,196390,1,3.0,0,1,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1596346,"Soul Surfer",Sean McNamara,,178079,0,0,0,0,0,0,0,0,35,3.7,4,1,3,0,0,0,88,4.1,3,1,0,0,0,0,20,3.6,0,2,0,0,0,0,11,3.2,0,1,1,0,0,0,
2010,tt1259227,"SoulBoy",Shimmy Marcus,,179752,4,3.2,1,0,0,0,0,0,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2011,tt1748207,"Sound of My Voice",Zal Batmanglij,,192146,106,3.3,5,9,12,5,3,1,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.1,0,0,0,0,0,0,4,3.0,0,0,0,0,0,0,
2011,tt0945513,"Source Code",Duncan Jones,,175053,10636,3.8,170,470,525,177,45,31,184,3.7,10,15,14,5,4,0,419,4.3,9,23,8,2,2,0,555,3.9,1,15,10,5,0,0,401,4.2,12,36,17,8,3,0,
2011,tt1686067,"La source des femmes",Radu Mihaileanu,,178832,1526,3.8,47,86,58,38,14,11,16,3.4,0,0,0,1,0,0,33,3.8,3,2,0,0,0,0,5,3.1,0,0,0,0,0,0,4,3.1,0,0,0,0,0,0,
2011,tt1417075,"In Darkness",Agnieszka Holland,,190423,172,3.8,7,14,7,7,0,0,0,0,0,0,0,0,0,0,8,3.3,0,0,0,0,0,0,7,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt2359652,"Sous le figuier",Anne-Marie Etienne,,208449,244,2.7,7,17,12,18,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt1381404,"The Company You Keep",Robert Redford,,142773,1695,3.3,6,67,109,61,14,4,34,3.1,0,0,3,1,0,0,57,3.4,0,4,2,3,0,0,62,3.2,0,0,0,0,0,0,10,3.2,0,1,0,0,0,0,
2010,tt1616194,"Unter dir die Stadt",Christoph Hochhäusler,,180439,39,2.9,1,4,1,1,1,0,2,3.0,0,0,0,0,0,0,2,3.0,0,0,0,0,0,0,9,2.9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
2013,tt2651916,"Zephyr Springs",Marita Grabiak,,227504,8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,0,0,0,1,0,0,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
