2012,tt2317337,"Vicky Donor",Shoojit Sircar,,206132,2,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,0,0,0,0,0,0,2,3.0,0,0,0,0,0,0,
2011,tt1684564,"The Victim",Michael Biehn,,189410,0,0,0,0,0,0,0,0,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.8,0,0,0,1,2,0,0,0,0,0,0,0,0,0,
2012,tt2267542,"Victimes",Robin Entreinger,,211677,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt2113644,"Das Haus der Krokodile",Cyrill Boss,,195603,14,3.2,0,2,1,0,0,0,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt2658428,"Victor Young Perez",Jacques Ouaniche,,126367,301,3.0,9,10,12,16,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1672078,"La vida de los peces",Matías Bize,,183885,15,3.2,1,0,0,1,0,0,6,3.1,0,1,0,0,0,0,14,3.3,1,1,1,0,0,0,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1295075,"La vida empieza hoy",Laura Mañá,,180521,5,3.2,1,1,0,0,0,0,4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt2027265,"Une vie meilleure",Cédric Kahn,,187890,2232,3.0,9,98,137,74,30,24,8,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0,0,0,0,0,0,5,2.9,0,0,1,0,0,0,
2013,tt0359950,"The Secret Life of Walter Mitty",Ben Stiller,,206710,8639,4.0,174,477,289,133,52,36,202,3.1,2,7,9,4,2,4,857,4.4,35,44,32,9,2,2,290,3.9,5,11,5,4,2,0,86,4.0,4,9,8,1,0,0,
2011,tt1371585,"Dyut meng gam",Johnnie To,,191032,86,3.4,2,7,7,1,0,0,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,0,0,0,0,0,0,2,3.0,0,0,0,0,0,0,
2010,tt1241329,"The River Why",Matthew Leutwyler,,137701,44,2.7,0,2,1,1,1,2,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1456110,"Vielleicht in einem anderen Leben",Elisabeth Scharang,,195638,1,3.0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt2203898,"Vijay and I",Sam Garbarski,,203505,0,0,0,0,0,0,0,0,2,3.0,0,0,0,0,0,0,2,3.0,0,0,0,0,0,0,4,2.9,0,1,0,0,0,0,2,3.0,0,0,0,0,0,0,
2013,tt1785669,"Vikingdom",Yusry Abd Halim,,223788,55,1.8,0,1,5,4,4,11,0,0,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,8,2.6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,
2011,tt1711018,"Vile",Taylor Sheridan,,210446,10,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.7,0,0,0,1,1,1,0,0,0,0,0,0,0,0,
2011,tt1943035,"Villa Captive",Emmanuel Silvestre,,195065,6,2.9,0,1,1,1,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1774415,"Il villaggio di cartone",Ermanno Olmi,,196344,12,3.0,0,1,2,2,0,0,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt2258713,"Villegas",Gonzalo Tobal,,206421,6,2.8,0,0,2,1,1,0,1,3.0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,
2010,tt1609168,"Vinnaithaandi Varuvaayaa",Gautham Menon,,178845,3,3.1,0,1,1,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1472195,"The Violent Kind",Mitchell Altieri,,194907,190,2.1,3,8,12,14,17,18,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2010,tt1407055,"Violet Tendencies",Casper Andreas,,182642,5,3.1,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt2014392,"Violeta se fue a los cielos",Andrés Wood,,200644,108,3.9,17,8,6,2,2,0,5,3.1,0,0,1,0,0,0,8,3.3,1,0,0,0,0,0,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt2976920,"Violette",Martin Provost,,193112,485,2.6,18,37,25,8,6,4,8,3.1,0,0,1,0,0,0,10,3.2,0,0,0,0,0,0,5,2.9,0,0,0,0,0,0,4,3.0,0,0,0,0,0,0,
2010,tt1235548,"VIPs",Toniko Melo,,202439,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,3.7,2,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt2594078,"Viral",Lucas Figueroa,,220492,2,2.9,0,0,0,0,0,0,9,2.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1440379,"Virginia",Dustin Lance Black,,205738,29,2.9,0,1,4,2,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,
2013,tt2199711,"Vishwaroopam",Kamal Haasan,,217595,4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1785670,"Viudas",Marcos Carnevale,,192602,4,3.2,1,0,0,0,0,0,3,3.1,0,0,0,0,0,0,19,3.5,1,1,1,0,0,0,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt2343536,"Die Lebenden",Barbara Albert,,213028,10,2.6,0,0,1,1,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt2293138,"Vive la France",Michaël Youn,,196958,3543,2.3,54,125,161,146,98,145,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt2896036,"Vivir es fácil con los ojos cerrados",David Trueba,,221170,6,3.2,0,0,0,0,0,0,106,3.7,2,5,5,0,0,0,0,0,0,0,0,0,0,0,2,3.0,0,0,0,0,0,0,2,3.0,0,0,0,0,0,0,
2011,tt2076384,"Voie rapide",Christophe Sahr,,190866,164,2.4,2,9,13,10,4,7,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt2058107,"The Railway Man",Jonathan Teplitzky,,197317,422,3.6,4,35,34,14,5,2,22,3.4,0,2,3,0,0,0,29,3.6,0,4,1,1,0,0,0,0,0,0,0,0,0,0,12,3.2,0,1,1,0,0,0,
