2010,tt1684935,"Wenecja",Jan Jakub Kolski,83833,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1183923,"Welcome to the Rileys",Jake Scott,141576,1045,3.9,23,73,69,26,8,3,5,3.1,0,0,0,0,0,0,64,4,2,2,1,2,0,0,28,3.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt1684233,"Welcome to the Punch",Eran Creevy,193086,400,2.9,2,7,23,22,9,0,7,2.8,0,0,0,0,0,0,42,3.5,0,1,0,0,0,0,19,2.7,0,0,0,1,0,0,14,3.3,1,0,2,0,0,0,0,0,0,0,0,
2013,tt2193265,"Welcome to the Jungle",Rob Meltzer,201702,276,1.9,1,5,17,8,13,10,7,3,0,0,0,0,0,0,22,2.6,0,0,1,0,1,1,17,3.1,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1706470,"Weekender",Karl Golden,187339,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1714210,"Weekend",Andrew Haigh,196531,541,4.1,23,32,15,14,2,2,20,3.5,1,3,0,0,0,0,45,3.8,5,2,0,0,1,0,9,3.3,0,0,0,0,0,0,11,3.4,0,2,0,1,0,0,0,0,0,0,0,
2013,tt1723121,"We're the Millers",Rawson Marshall Thurber,193459,4679,3.7,67,193,188,66,21,14,106,3.4,2,3,6,1,0,0,727,4.4,19,22,22,2,1,1,313,3.9,1,10,12,2,0,0,40,3.5,0,1,6,3,0,0,89,53,66,29,28,
2011,tt1242460,"We Need to Talk About Kevin",Lynne Ramsay,146626,2293,4,39,169,88,42,18,13,25,3.5,0,1,3,0,0,0,418,4.3,17,17,6,2,2,1,72,3.7,0,0,3,1,0,0,36,3.2,0,5,4,2,0,1,0,0,0,0,0,
2013,tt2302969,"We Are the Freaks",Justin Edgar,226825,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt2309021,"We Are What We Are",Jim Mickle,207102,274,2.7,4,10,15,15,5,2,12,2.8,0,0,0,1,0,0,51,3.3,1,5,4,2,1,2,15,3.1,0,3,0,1,0,0,7,2.9,0,0,0,1,0,0,0,0,0,0,0,
2010,tt1446208,"Ways to Live Forever",Gustavo Ron,186170,10,3.3,0,0,0,0,0,0,7,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1647483,"Wasted on the Young",Ben C. Lucas,195269,4,3,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1808659,"Wasted Youth",Argyris Papadimitropoulos,195615,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt1943869,"Was weg is, is weg",Christian Lerch,199979,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt2180587,"Was bleibt",Hans-Christian Schmid,196204,35,3,0,2,5,2,0,0,5,3.1,0,0,1,0,0,0,3,3,0,0,0,0,0,0,22,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1291584,"Warrior",Gavin O'Connor,138673,5280,4.4,287,391,117,45,9,11,0,0,0,0,0,0,0,0,132,4.3,5,7,0,0,0,0,231,4.4,13,11,0,1,0,0,70,4,2,10,4,0,0,0,0,0,0,0,0,
2013,tt1588173,"Warm Bodies",Jonathan Levine,190969,5313,3.8,87,276,260,104,44,23,132,3.8,0,4,4,3,0,0,773,3.9,32,20,21,7,3,5,206,3.8,3,8,3,2,0,0,81,4,2,1,4,2,2,0,7,10,8,4,2,
2013,tt2347144,"Wara no tate",Takashi Miike,214046,0,0,0,0,0,0,0,0,5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,
2011,tt0780645,"War of the Dead",Marko Mäkilaakso,198901,59,1.9,0,1,3,6,4,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt1688704,"War Flowers",Serge Rodnunsky,204755,1,2.9,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt1655460,"Wanderlust",David Wain,192221,640,1.9,0,5,12,37,17,13,28,2.4,0,0,3,1,1,3,99,3.3,1,1,3,3,1,0,70,2.4,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
