2010,tt1013860,"Dylan Dog: Dead of Night",Kevin Munroe,,131727,278,2.0,0,2,11,15,16,14,10,2.6,0,0,0,0,1,0,22,3.3,0,0,0,0,1,0,11,2.9,0,0,0,1,0,0,8,2.8,0,0,0,5,0,0,,51,26,42,50,47,
2010,tt1226273,"Edge of Darkness",Martin Campbell,,136018,2111,2.4,26,81,93,142,86,56,28,3.0,1,1,2,1,0,0,92,3.7,5,4,4,5,2,2,169,3.2,0,5,5,5,2,0,253,3.5,3,13,12,20,3,0,,3,3,5,2,0,
2012,tt1703958,"Ek Main Aur Ekk Tu",Shakun Batra,,200390,3,2.9,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,918,418,342,174,291,
2012,tt2016894,"Ek Tha Tiger",Kabir Khan,,207706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10382,2912,1927,1271,2277,
2013,tt1535108,"Elysium",Neill Blomkamp,,182991,11197,3.4,78,403,510,381,124,69,274,3.2,3,10,17,7,2,1,1366,4.2,31,64,53,21,5,5,444,3.6,3,13,11,10,2,2,89,3.7,0,6,10,1,0,0,,260,170,155,90,55,
2012,tt1855199,"End of Watch",David Ayer,,196315,2420,3.9,41,163,127,37,22,17,43,3.3,0,4,5,2,0,0,141,4.2,8,7,3,2,1,0,222,4.1,0,9,4,2,0,0,26,3.3,1,2,3,0,0,1,,32,45,21,21,12,
2013,tt0848537,"Epic",Chris Wedge,,196741,3063,4.0,54,168,146,47,11,7,89,3.4,0,0,5,3,0,0,368,4.4,14,4,11,4,0,0,134,3.8,1,4,3,0,1,0,24,3.5,0,0,2,0,0,0,,200,125,104,38,28,
2013,tt2258345,"Fading Gigolo",John Turturro,,204226,1086,3.1,7,34,74,42,10,5,34,2.8,0,2,3,0,1,1,81,3.6,1,6,6,1,1,0,16,3.2,0,0,0,0,0,0,8,3.0,0,0,0,0,0,0,,11,10,10,6,12,
2010,tt0977855,"Fair Game",Doug Liman,,144111,1353,3.1,11,53,105,64,17,6,41,3.0,0,1,5,4,0,0,39,3.4,1,1,3,1,0,0,90,3.3,1,3,3,3,1,1,33,3.2,0,6,2,2,0,0,,25,15,27,12,18,
2011,tt1596343,"Fast Five",Justin Lin,,178061,11099,4.0,535,511,263,103,53,59,319,4.0,24,20,12,3,2,1,973,4.4,20,15,13,2,3,3,788,4.3,12,23,10,5,1,2,508,4.2,35,34,13,9,2,1,,440,188,70,30,58,
2010,tt1433108,"Faster",George Tillman Jr.,,146402,1290,2.9,23,28,84,66,32,17,40,3.2,0,1,1,1,1,0,135,4.1,7,5,5,2,0,0,151,3.4,0,5,6,4,0,1,64,3.6,3,7,2,7,1,0,,103,46,70,28,52,
2011,tt1622979,"Final Destination 5",Steven Quale,,185311,3916,3.2,82,181,247,159,64,40,66,3.1,4,3,5,1,4,0,253,4.1,16,12,8,5,2,2,157,3.5,1,7,5,4,0,1,87,3.2,1,6,5,6,1,1,,308,115,109,36,44,
2012,tt1907668,"Flight",Robert Zemeckis,,193101,6645,3.7,48,306,362,184,51,19,156,3.7,1,4,4,5,0,0,636,4.3,14,32,22,9,1,1,376,4.0,7,17,6,1,0,0,96,3.8,0,5,5,1,2,1,,2,9,7,3,2,
2011,tt1438176,"Fright Night",Craig Gillespie,,130996,2364,2.8,23,64,142,91,49,34,50,2.9,3,0,8,3,4,0,145,3.7,1,1,12,2,1,1,96,3.4,0,2,5,1,0,0,47,3.2,1,1,5,6,1,0,,28,15,27,6,14,
2013,tt2334649,"Fruitvale Station",Ryan Coogler,,206453,843,4.0,14,51,47,17,2,3,6,3.1,0,0,0,0,0,0,63,3.8,0,3,3,0,0,1,40,3.6,0,1,1,0,0,0,14,3.1,0,1,3,0,0,0,,52,41,16,18,10,
2013,tt2806788,"Fukrey",Mrigdeep Singh Lamba,,221498,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1512,1071,912,413,326,
2013,tt1583421,"G.I. Joe: Retaliation",Jon M. Chu,,170252,4922,2.8,24,90,206,191,96,64,134,3.0,0,2,3,6,4,2,814,4.2,13,16,17,12,8,3,272,3.3,0,4,5,8,1,3,126,4.0,1,2,4,2,1,1,,127,39,55,20,21,
2012,tt1954470,"Gangs of Wasseypur",Anurag Kashyap,,208359,75,3.8,0,7,9,0,1,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,995,492,182,104,215,
2013,tt1321870,"Gangster Squad",Ruben Fleischer,,186168,7756,3.8,96,340,351,177,60,26,121,3.4,0,6,7,1,0,1,293,4.2,10,14,11,3,1,1,288,3.8,1,6,9,3,2,0,48,3.8,0,0,2,0,0,0,,13,9,44,17,10,
2010,tt1562859,"Golmaal 3",Rohit Shetty,,186301,1,3.0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1322,637,400,278,769,
2012,tt1838544,"Gone",Heitor Dhalia,,190351,1029,2.7,9,29,78,54,22,13,38,3.0,1,0,4,3,1,1,227,3.9,3,9,12,4,1,1,55,2.7,0,4,5,1,3,1,17,3.0,0,0,0,1,0,0,,42,20,24,20,26,
2011,tt1133985,"Green Lantern",Martin Campbell,,132150,8074,2.6,78,168,303,290,167,122,137,2.6,2,5,8,8,6,2,589,3.0,9,9,14,15,11,5,373,2.8,0,8,10,10,7,1,86,3.0,0,5,4,6,5,1,,108,53,52,21,29,
2013,tt2191701,"Grown Ups 2",Dennis Dugan,,200730,817,2.7,8,11,32,23,22,18,68,3.6,2,3,4,0,0,2,806,4.0,27,13,11,15,6,6,250,3.0,2,2,4,3,5,3,28,3.2,0,0,0,0,1,1,,8,10,9,20,3,
2010,tt1375670,"Grown Ups",Dennis Dugan,,103306,1960,2.8,35,58,85,66,45,37,86,2.9,1,5,4,4,3,1,583,4.2,9,6,10,16,2,1,458,2.9,9,7,15,11,5,2,251,3.8,5,23,12,13,3,1,,8,10,9,20,3,
2010,tt1438298,"Guzaarish",Sanjay Leela Bhansali,,182280,13,3.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3275,1522,1419,854,1113,
2011,tt0480687,"Hall Pass",Bobby Farrelly,,177205,2354,2.6,17,76,132,94,53,30,42,3.0,0,3,5,0,0,0,110,3.4,0,5,5,3,0,3,131,3.4,4,5,5,1,2,0,15,2.7,0,1,2,0,0,0,,20,12,22,12,3,
2011,tt0993842,"Hanna",Joe Wright,,175478,2094,3.3,19,94,137,79,40,20,74,3.0,0,5,5,6,1,0,118,3.8,1,3,9,3,1,1,372,3.6,5,15,8,5,2,2,123,3.0,1,7,13,7,6,4,,69,42,47,20,40,
2011,tt1402488,"Happy Feet Two",George Miller,,140675,742,3.2,14,24,26,20,18,10,18,3.4,0,2,0,0,0,0,79,3.7,4,5,0,0,1,0,30,2.9,1,1,0,0,1,1,42,3.5,0,2,3,1,2,0,,38,26,33,28,11,
2010,tt1659205,"Harud",Aamir Bashir,,186499,2,2.9,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35,45,31,26,33,
2012,tt1949548,"Heroine",Madhur Bhandarkar,,200698,2,3.0,0,0,0,0,1,0,1,3.0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1600,449,513,427,733,
2012,tt0975645,"Hitchcock",Sacha Gervasi,,189691,2727,3.4,17,111,190,81,28,8,92,3.3,1,4,5,2,0,0,174,4.2,1,2,6,2,0,0,92,3.5,1,1,2,0,0,0,19,3.5,0,0,0,0,0,0,,0,0,0,0,0,
