2013,tt1854589,"Turtle Hill, Brooklyn",Ryan Gielen,,228449,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1600683,"Surviving Georgia",Sandra Sciberras,,197893,1,3.0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1352765,"Prezít svuj zivot (teorie a praxe)",Jan Svankmajer,,184258,6,3.3,1,0,1,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt1764275,"Djúpið",Baltasar Kormákur,,206116,290,3.3,4,20,34,13,0,0,3,3.1,0,0,0,0,0,0,8,3.3,0,0,1,0,0,0,14,3.2,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0,
2010,tt1594555,"Susa",Rusudan Pirveli,,179756,2,3.1,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt1606339,"Sushi Girl",Kern Saxton,,196195,75,2.7,1,0,7,7,1,2,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,
2012,tt0485521,"Sushi in Suhl",Carsten Fiebeler,,190270,1,3.0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt2073121,"The Suspect",Stuart Connelly,,227288,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt1465533,"Columbus Circle",George Gallo,,148360,148,2.2,0,1,8,7,3,3,0,0,0,0,0,0,0,0,4,2.9,0,0,0,1,0,0,13,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt2298416,"Suzanne",Katell Quillévéré,,204062,1572,3.3,20,94,70,35,24,18,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0,0,1,0,0,0,3,3.1,0,0,0,0,0,0,
2012,tt0857190,"The Sweeney",Nick Love,,184949,156,3.4,2,5,13,2,1,0,5,3.0,0,0,0,0,0,0,12,2.9,0,1,0,1,0,0,26,2.7,1,0,3,1,1,1,6,3.0,0,0,0,0,0,0,
2011,tt1592576,"Swerve",Craig Lahiff,,211042,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt2416376,"Swim Little Fish Swim",Ruben Amar,,210255,272,3.4,17,18,11,9,5,3,0,0,0,0,0,0,0,0,8,3.2,0,0,0,0,0,0,2,3.0,0,0,0,0,0,0,2,3.0,0,0,0,0,0,0,
2011,tt1401636,"Switch",Frédéric Schoendoerffer,,184706,1375,3.1,23,106,137,64,45,21,3,3.0,0,0,0,0,0,0,8,3.2,0,2,1,0,0,0,7,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1825974,"Swooni",Kaat Beels,,197190,2,3.0,0,0,0,0,1,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1270277,"Sympathy for Delicious",Mark Ruffalo,,138489,16,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt0762138,"Syrup",Aram Rappaport,,193622,39,3.6,2,0,0,0,0,0,5,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt2451640,"Taboor",Vahid Vakilifar,,216017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt2153963,"Tabu",Miguel Gomes,,201930,674,3.5,18,42,36,18,12,17,7,3.1,0,0,0,0,0,0,15,3.4,3,0,0,0,0,0,6,3.1,0,0,0,0,0,0,6,3.1,0,0,0,0,0,0,
2011,tt1458915,"Tactical Force",Adamo P. Cultraro,,194658,43,2.4,0,2,4,1,2,0,3,2.9,0,0,0,0,0,0,5,2.8,0,0,0,0,0,1,8,2.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2010,tt1754568,"Tag und Nacht",Sabine Derflinger,,186739,1,3.0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1609483,"Tage die bleiben",Pia Strietmann,,190162,1,3.0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt2296404,"Tai Chi Hero",Stephen Fung,,219730,62,2.8,0,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1667133,"The Taint",Drew Bolduc,,193909,12,3.0,1,0,0,1,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1675192,"Take Shelter",Jeff Nichols,,189944,4284,3.9,109,272,157,82,38,36,39,3.5,2,3,2,1,0,0,40,3.3,2,2,2,0,0,1,69,3.3,3,4,1,1,0,0,35,3.6,2,2,11,1,0,0,
2011,tt1592281,"Take This Waltz",Sarah Polley,,177783,175,3.0,1,6,9,2,3,2,0,0,0,0,0,0,0,0,51,3.4,2,3,1,0,0,1,39,3.4,0,1,2,0,1,1,13,3.2,0,0,0,0,0,0,
2012,tt1397280,"Taken 2",Olivier Megaton,,144809,9281,3.0,119,247,388,335,218,120,136,3.2,4,10,9,3,6,5,405,4.2,6,13,12,5,1,0,427,3.4,2,7,9,9,3,4,94,1.7,0,1,2,8,5,11,
2010,tt1135084,"Takers",John Luessenhop,,133340,1622,3.2,30,52,86,65,49,12,60,3.0,1,2,9,5,3,0,138,4.1,1,4,1,3,0,0,86,3.7,0,3,5,3,1,0,92,3.9,1,6,5,3,0,0,
2012,tt1787988,"Talaash",Reema Kagti,,80678,2,3.1,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt3054776,"Tales from the Dark 1",Fruit Chan,,226506,2,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,
2010,tt1486190,"Tamara Drewe",Stephen Frears,,171229,3826,3.4,60,200,201,83,38,32,24,2.7,0,0,1,0,1,0,32,3.8,0,0,1,0,0,0,61,3.2,1,4,2,0,2,0,20,3.1,0,0,1,0,0,0,
2012,tt2370034,"Tango libre",Frédéric Fonteyne,,210106,194,3.2,2,15,15,9,3,0,5,2.7,0,0,1,0,0,0,7,3.0,0,0,2,0,0,0,8,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt1735900,"Taped",Diederik Van Rooijen,,223103,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1308165,"The Taqwacores",Eyad Zahra,,186599,3,3.1,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt1596350,"This Means War",McG,,178074,3302,3.3,35,95,170,73,34,22,68,3.6,2,1,3,3,1,0,590,4.2,6,6,8,6,0,0,237,3.6,0,6,9,2,3,0,63,3.7,0,4,5,3,0,0,
2013,tt1705952,"Tarzan",Reinhard Klooss,,184630,497,2.3,3,14,19,21,16,10,17,2.6,0,0,0,1,1,0,173,3.4,7,3,4,7,6,2,14,3.0,0,0,2,0,0,0,6,3.2,0,0,0,0,0,0,
2011,tt1571219,"Tatanka",Giuseppe Gagliardi,,196523,40,3.3,0,3,5,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1922736,"Tatsumi",Eric Khoo,,192688,81,3.1,0,10,4,2,2,1,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt1637725,"Ted",Seth MacFarlane,,180343,11260,3.4,157,464,479,192,119,173,426,3.7,19,15,9,5,4,3,1370,3.9,20,20,20,7,4,1,833,3.9,13,17,25,8,4,7,102,3.7,0,5,4,3,1,0,
2012,tt1729226,"Teddy Bear",Mads Matthiesen,,200609,14,3.1,0,1,1,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1572311,"Tees Maar Khan",Farah Khan,,182398,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1728240,"Ish lelo selolari",Sameh Zoabi,,143561,23,2.5,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,
2011,tt2051984,"Edut",Shlomi Elkabetz,,191002,2,3.0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1274300,"The Tempest",Julie Taymor,,139805,63,2.2,1,1,0,1,5,2,0,0,0,0,0,0,0,0,4,3.0,0,0,0,0,0,0,5,3.0,0,0,0,0,0,0,10,3.3,0,1,1,0,0,0,
2013,tt2070862,"Temptation: Confessions of a Marriage Counselor",Tyler Perry,,203544,18,3.4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.1,1,0,0,0,0,0,3,3.1,0,0,0,0,0,0,
2012,tt2130242,"Tere Naal Love Ho Gaya",Mandeep Kumar,,203206,1,3.1,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,3.1,0,0,0,0,0,0,
2012,tt2354407,"Teri Meri Kahaani",Kunal Kohli,,208707,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1641410,"Terraferma",Emanuele Crialese,,192769,299,3.6,2,21,21,13,1,1,5,3.0,0,0,0,0,0,0,6,3.0,0,1,0,1,0,0,4,3.0,0,0,0,0,0,0,4,3.0,0,0,0,0,0,0,
2011,tt1687281,"Terri",Azazel Jacobs,,192561,289,3.0,0,9,21,13,5,0,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0,0,0,0,3,3.0,0,0,0,0,0,0,
2011,tt1601913,"The Grey",Joe Carnahan,,177500,4639,3.4,77,239,271,133,86,47,75,2.4,1,0,5,3,4,7,178,3.7,1,5,5,4,1,1,212,3.5,3,6,11,7,1,2,96,3.6,0,8,13,8,1,1,
2013,tt2640674,"Territory 8",Kelly Schwarze,,234557,14,2.3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1444252,"Terror Trap",Dan Garcia,,192772,36,1.8,0,0,0,0,2,12,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1407052,"Arrugas",Ignacio Ferreras,,200448,69,3.9,4,10,5,0,0,0,17,3.3,0,1,1,0,0,0,4,3.2,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,tt1572315,"Texas Chainsaw 3D",John Luessenhop,,193639,1027,2.0,6,26,51,59,56,52,5,2.9,0,0,0,1,0,0,218,3.8,5,8,4,9,6,2,31,2.7,1,0,2,2,0,1,31,3.4,0,0,2,3,0,0,
2011,tt1573483,"Textuality",Warren P. Sonoda,,193313,2,2.9,0,0,0,1,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt2112287,"Thale",Aleksander Nordaas,,203962,0,0,0,0,0,0,0,0,5,2.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2.8,0,0,0,0,0,0,5,2.9,0,0,0,0,1,0,
2012,tt1932718,"Thanks for Sharing",Stuart Blumberg,,193832,0,0,0,0,0,0,0,0,18,3.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,3.1,0,0,0,0,0,0,4,3.0,0,0,0,0,0,0,
2010,tt1580704,"That Girl in Yellow Boots",Anurag Kashyap,,184260,2,3.1,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,tt1606180,"That's What I Am",Michael Pavone,,193292,136,3.7,6,7,6,2,2,1,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2010,tt1345772,"The Clinic",James Rabbitts,,192142,40,3.1,2,1,2,2,2,2,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,tt2127305,"Kueki ressha",Nobuhiro Yamashita,,225677,2,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
