tt2224317,2453,2646,831,259,465
tt1272878,258,1727,3936,635,60
tt2051879,733,2192,2700,669,135
tt2017038,1119,2970,1896,265,70
tt1995341,707,2853,1990,432,275
tt2263944,1279,1983,2292,482,142
tt2436516,1326,2579,1431,419,413
tt1311060,329,1456,3279,780,256
tt2292959,593,581,1335,1697,1732
tt1762399,765,1033,2178,1086,782
tt1602613,319,993,2183,1568,743
tt2316411,573,2392,2351,394,81
tt1532958,1179,940,1509,980,1082
tt2002718,355,807,2488,1456,536
tt1885300,635,2522,1899,371,185
tt1711425,288,988,2813,1187,266
tt2193418,519,668,1727,1611,993
tt2318527,480,849,1924,1351,910
tt2012011,808,2429,1654,360,207
tt1634136,770,1857,1949,554,248
tt2055765,381,1430,2623,657,201
tt2024432,199,1081,2967,810,172
tt2229842,1551,2321,914,185,164
tt1308729,180,593,2783,1217,219
tt1976989,786,1218,1929,671,368
tt1621039,198,826,2641,1053,232
tt0790628,178,861,2724,885,164
tt1572315,166,516,2207,1421,421
tt0882977,172,782,2564,968,168
tt2191701,358,1014,2187,788,181
tt2820466,1222,2179,1019,72,14
tt1645131,1123,1039,1193,542,506
tt2193215,141,395,1326,1796,733
tt2187884,455,966,1487,800,665
tt1321511,300,1025,2096,725,146
tt2806788,920,1988,937,177,185
tt2312890,319,1216,1912,520,231
tt1684233,146,543,2368,969,150
tt2106537,736,1177,1189,503,557
tt1931435,137,642,2393,832,132
tt1441395,247,902,1891,812,264
tt2390361,480,2065,1429,107,21
tt1853739,270,1075,1994,597,147
tt2017561,886,1846,1009,221,123
tt1171222,574,699,1289,746,597
tt1691917,213,844,2206,530,74
tt1925479,452,846,1734,545,282
tt1206543,219,838,2054,654,81
tt2334649,506,1855,1281,121,15
tt2385104,1008,1890,532,123,167
tt2429074,1021,1014,991,364,323
tt0765446,259,1023,2001,371,52
tt2364841,52,237,1743,1414,252
tt2244901,221,914,1953,494,107
tt1913166,316,533,1155,975,699
tt2617676,2024,460,292,175,701
tt1837703,245,942,1964,434,66
tt1714206,330,1169,1794,301,33
tt1702439,255,938,1880,407,57
tt1967545,685,1659,1075,84,7
tt2258345,400,1385,1163,242,171
tt2344678,299,97,141,265,2556
tt2301155,628,989,1073,338,314
tt2083231,732,609,1118,552,313
tt1951216,223,1133,1535,282,146
tt2988272,433,972,995,420,460
tt2403029,156,357,1300,989,441
tt1235522,61,353,1825,877,116
tt1480295,132,654,1827,529,77
tt1699755,431,651,1086,568,457
tt2395385,268,794,1326,507,290
tt1595656,332,802,1291,520,129
tt3042926,1899,489,210,76,365
tt2205697,488,1355,1039,114,18
tt3063516,287,748,1165,501,197
tt2708254,567,1473,683,75,93
tt1783732,268,685,1217,517,169
tt2101341,79,431,1552,589,76
tt2193364,2057,318,111,46,187
tt2609758,855,364,316,213,952
tt2370248,579,1339,692,70,13
tt1657510,861,869,571,169,169
tt2094018,363,788,1171,221,28
tt1559547,95,382,1155,718,216
tt2246724,326,741,843,321,319
tt1935156,1192,1145,121,15,45
tt1935902,105,595,1488,286,35
tt2635622,764,870,435,138,210
tt0100196,568,1275,464,68,41
tt2804026,509,1116,528,121,137
tt2198161,1448,519,207,72,159
tt2406676,328,724,801,259,214
tt2908228,983,539,292,122,366
tt2481198,552,963,534,111,109
tt1754811,343,129,238,309,1254
tt2111392,206,444,795,435,318
tt2797242,468,869,481,145,192
tt1196948,194,490,1021,391,54
tt2243389,88,400,999,537,125
tt2213054,373,951,682,82,15
tt1814621,54,277,1236,451,64
tt2364949,143,393,879,379,171
tt2243537,123,305,782,542,205
tt1661382,207,698,899,120,16
tt2828840,167,488,961,239,44
tt2450186,184,576,853,226,57
tt3089388,664,1005,134,21,41
tt2103264,115,447,962,225,71
tt1922685,87,428,1001,222,39
tt2275794,256,260,525,336,344
tt2195548,192,793,621,80,22
tt2290065,192,528,668,184,95
tt1457765,50,207,856,457,98
tt1781840,238,585,484,112,108
tt2051894,417,402,419,153,110
tt2429640,199,244,458,322,249
tt1833673,211,432,578,184,43
tt2564706,1038,245,59,20,69
tt2084989,118,318,613,257,113
tt2055765,55,282,858,173,11
tt1413495,41,189,724,354,64
