Name,Year,imdb ID,Allo ID,imdb 10,imdb 9,imdb 8,imdb 7,imdb 6,imdb 5,imdb 4,imdb 3,imdb 2,imdb 1,douban 5,douban 4,douban 3,douban 2,douban 1,frNumVot,frRat,fr 5,fr 4,fr 3,fr 2,fr 1,fr 0,esNumVot,esRat,es 5,es 4,es 3,es 2,es 1,es 0,ptNumVot,ptRat,pt 5,pt 4,pt 3,pt 2,pt 1,pt 0,deNumVot,deRat,de 5,de 4,de 3,de 2,de 1,de 0,trNumVot,trRat,tr 5,tr 4,tr 3,tr 2,tr 1,tr 0
Tomogui,2013,tt2403453,222839,8,0,0,3,3,4,1,0,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradox,2013,tt3140434,205869,1,0,0,0,0,0,0,1,0,2,,,,,,32,2.6,1,1,3,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Denis,2013,tt2402577,201704,0,0,0,0,1,2,0,1,2,2,,,,,,659,1.8,2,18,33,37,25,21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Chlorine,2013,tt1590764,193718,8,3,2,4,9,8,8,5,3,10,,,,,,2,3.1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viral,2013,tt2594078,220492,1,0,1,0,0,0,1,0,1,0,,,,,,2,2.9,0,0,0,0,0,0,9,2.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wajma,2013,tt2551492,217276,3,6,9,8,2,2,1,1,1,1,,,,,,68,3.7,2,10,10,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Die Welt,2013,tt2493318,224423,1,1,1,4,0,3,2,1,0,8,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All I Want for Christmas,2013,tt3210602,233894,5,0,5,9,11,15,4,4,1,4,,,,,,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houston,2013,tt2181961,186314,5,1,2,0,3,3,3,2,0,3,,,,,,6,3.2,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leather,2013,tt2473718,228448,5,1,1,2,6,4,5,3,2,3,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We Are the Freaks,2013,tt2302969,226825,0,0,1,1,2,3,2,0,1,3,,,,,,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Behavior,2013,tt1949583,224479,9,2,3,5,9,9,3,3,5,3,,,,,,21,2.3,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If I Had Wings,2013,tt3063462,235181,3,0,8,1,2,2,0,0,1,1,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ritter Rost - Eisenhart und voll verbeult,2013,tt2408734,202925,1,1,1,1,0,3,0,2,2,6,,,,,,3,2.9,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.9,1,0,0,1,0,0,2,2.9,0,0,0,0,0,0
Medeas,2013,tt2390630,223510,8,1,2,0,2,0,2,2,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
45 Minutes to Ramallah,2013,tt1562848,201776,1,0,0,1,2,0,1,0,2,1,,,,,,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,2,3,0,0,0,0,0,0
I Am I,2013,tt1825806,208834,12,0,0,6,8,2,3,4,2,5,,,,,,4,2.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mister John,2013,tt2488740,223491,0,1,1,2,3,4,1,0,0,1,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.000 noches en ninguna parte,2013,tt1680303,180382,0,0,1,0,2,0,0,0,1,0,,,,,,2,2.9,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ana Arabia,2013,tt3092086,222982,0,0,0,0,1,1,0,2,1,1,,,,,,79,2.4,1,3,7,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fünf Freunde 2,2013,tt2324730,206012,0,0,0,1,0,2,1,0,1,1,,,,,,11,2.6,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.5,0,1,0,0,0,0,5,3.2,0,0,0,0,0,0
Fateful Findings,2013,tt2332623,220776,17,3,4,1,1,1,4,3,4,16,,,,,,2,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon âme par toi guérie,2013,tt3062242,218130,0,1,0,0,4,1,1,0,1,0,,,,,,523,3.5,9,36,36,19,5,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Une autre vie,2013,tt2700582,213698,0,1,1,2,0,1,3,0,0,0,,,,,,352,2.3,8,15,19,26,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maïna,2013,tt2600730,194696,2,0,0,0,1,1,2,0,2,1,,,,,,7,3.1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zhi sha,2013,tt3176304,233549,3,0,0,1,6,1,3,0,1,3,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vandal,2013,tt2779998,204771,0,0,2,4,1,0,2,0,2,0,,,,,,211,3.3,5,13,15,13,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Lac Mystère,2013,tt2486148,225760,1,0,0,1,2,1,2,0,1,0,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Star,2013,tt2665182,202994,1,2,0,1,1,1,1,1,1,0,,,,,,2,2.9,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Cookie,2013,tt2063876,196581,1,0,0,1,1,0,1,1,0,1,,,,,,516,3.1,6,29,24,21,10,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Min søsters børn i Afrika,2013,tt2493386,221390,1,0,0,0,0,2,1,2,1,0,,,,,,11,3.2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pardon,2013,tt1025102,129056,19,3,3,5,5,4,3,2,2,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naveena Saraswathi Sabatham,2013,tt3253548,225574,0,0,0,0,0,1,1,1,1,2,,,,,,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O Homem das Multidões,2013,tt3422390,223804,1,0,0,1,0,1,0,0,2,0,,,,,,4,2.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14,3.3,1,2,0,0,0,0,3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelmeyen Bahar,2013,tt2509660,210537,0,0,0,0,0,0,0,0,1,2,,,,,,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,8,3.2,0,0,0,0,0,0
Roxanne,2013,tt3042946,222826,0,0,1,2,1,2,0,0,1,0,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clara und das Geheimnis der Bären,2013,tt1951099,201321,1,0,1,2,2,1,1,0,1,0,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lily,2013,tt2707804,222892,5,1,5,2,4,2,4,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silence,2013,tt3425108,219829,0,0,0,1,0,3,0,0,0,1,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Dog,2013,tt3013930,231066,0,0,0,0,0,1,2,0,0,1,,,,,,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Je suis supporter du Standard,2013,tt2559122,219677,0,0,0,0,1,1,3,0,2,0,,,,,,243,2.7,1,19,21,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everyone's Going to Die,2013,tt2091295,217658,0,2,5,2,0,1,0,2,1,0,,,,,,51,3.2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adieu Paris,2013,tt2094990,218405,2,1,0,0,0,0,1,0,1,1,,,,,,16,3.1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Name Is Khan,2013,tt3112992,175624,0,0,0,0,1,0,1,0,0,1,,,,,,639,4.2,118,49,12,13,5,6,25,3.6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,38,4,2,0,0,0,0,0,22,3.7,2,3,0,0,0,0
Les 4 soldats,2013,tt3053378,194689,0,0,0,0,0,5,3,1,0,0,,,,,,4,2.8,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristo Rey,2013,tt3118706,225008,2,0,1,6,4,1,2,0,2,1,,,,,,14,3.1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
"Turtle Hill, Brooklyn",2013,tt1854589,228449,9,4,6,9,6,2,1,2,4,2,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nos héros sont morts ce soir,2013,tt2876358,220900,0,0,1,1,1,2,1,0,0,0,,,,,,81,3.2,5,4,7,9,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Layla Fourie,2013,tt2296835,203502,0,0,0,1,0,0,3,0,1,0,,,,,,22,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
See You Next Tuesday,2013,tt2520394,229112,10,4,5,2,5,0,1,1,1,2,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tir,2013,tt3342262,225366,0,0,0,0,1,1,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demi-soeur,2013,tt2200144,207178,0,0,0,0,0,0,2,0,3,1,,,,,,466,2.5,21,29,31,20,10,23,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toraberâzu: Jigen keisatsu,2013,tt2734790,231651,4,2,0,1,3,3,0,0,2,1,,,,,,12,2.7,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home,2013,tt2393825,209174,20,5,6,4,6,1,1,0,1,4,,,,,,0,0,0,0,0,0,0,0,10,3.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,3.2,0,0,0,0,0,0,6,3.3,0,0,0,0,0,0
Staudamm,2013,tt2589092,200857,0,0,0,2,0,1,0,0,2,0,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girafada,2013,tt3132086,221635,0,0,0,3,0,2,2,0,0,1,,,,,,64,3.1,1,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Je m'appelle Hmmm...,2013,tt2325761,137322,0,2,1,2,2,3,3,0,1,1,,,,,,15,2.8,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Une chanson pour ma mère,2013,tt2401912,204761,0,0,0,0,1,1,0,1,0,2,,,,,,429,2.3,9,13,26,41,18,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
La Paz,2013,tt2753654,223752,0,0,0,1,1,1,1,0,1,0,,,,,,3,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qing Chun Pai,2013,tt3285802,228940,0,2,1,1,3,1,1,0,0,0,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Of Good Report,2013,tt2736074,224498,1,1,0,2,0,0,2,0,1,1,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C'est eux les chiens...,2013,tt2914060,220993,0,0,0,0,0,0,0,3,6,42,,,,,,38,3.6,6,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abner, the Invisible Dog",2013,tt2511022,224663,4,0,1,0,3,2,1,2,3,7,,,,,,5,2.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12 ans d'âge,2013,tt2979414,214609,0,0,0,0,0,0,2,2,0,1,,,,,,252,2.7,1,11,19,25,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilusión,2013,tt2542842,221015,1,0,1,1,2,1,0,0,0,0,,,,,,1,3.1,0,0,0,0,0,0,1,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juliette,2013,tt2979572,213835,0,0,0,0,1,0,1,0,0,1,,,,,,150,2.5,2,5,7,6,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Long Way from Home,2013,tt2230956,225276,0,0,0,0,1,1,1,0,1,0,,,,,,2,3.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Educação Sentimental,2013,tt3102382,222828,0,0,0,0,0,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Officer Down,2013,tt2301039,216572,7,0,2,2,0,2,1,1,2,6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1982,2013,tt2388621,223613,10,3,4,5,4,2,1,0,1,1,,,,,,2,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cadences obstinées,2013,tt2589070,216916,0,0,0,2,0,0,1,1,1,1,,,,,,25,2.2,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand départ,2013,tt2361110,200602,0,0,0,1,1,1,1,0,2,1,,,,,,287,2.3,3,8,19,19,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanni & Nanni 3,2013,tt2610798,210086,0,1,0,0,0,0,1,0,1,0,,,,,,4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Out of Reach,2013,tt2594428,227104,12,0,3,1,2,0,2,0,2,4,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Am Hang,2013,tt2922690,206013,0,0,0,0,2,0,1,0,0,1,,,,,,1,2.9,0,0,0,0,0,1,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0
Lovely Louise,2013,tt2904628,224083,0,0,2,2,0,4,0,0,0,0,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha,2013,tt2121250,200647,0,0,0,0,1,0,1,0,1,0,,,,,,1,3,0,0,0,0,0,0,7,2.8,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forma,2013,tt1817150,228905,0,0,0,0,1,0,0,0,2,0,,,,,,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landes,2013,tt2242174,208551,1,0,0,2,2,0,1,0,1,0,,,,,,255,3,5,16,22,18,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Une jeune fille,2013,tt3019714,194695,0,1,1,1,2,1,0,0,0,1,,,,,,5,3,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouton,2013,tt3103334,222824,0,0,2,1,0,2,0,0,1,0,,,,,,12,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheba Louisa,2013,tt2792348,204250,1,0,1,0,0,0,1,0,0,1,,,,,,335,3.4,5,27,21,11,5,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Robin Hood,2013,tt2363363,222657,2,0,0,0,0,0,0,1,0,1,,,,,,30,3.5,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nordstrand,2013,tt2526866,195812,1,0,0,0,0,0,1,1,1,0,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruin,2013,tt3136252,223475,1,0,0,0,0,1,1,2,1,0,,,,,,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Hood,2013,tt2363363,126127,2,0,0,0,0,0,0,1,0,1,,,,,,14591,3.2,267,586,420,466,208,246,261,3.4,5,13,16,8,4,0,265,4,3,5,8,12,1,2,625,3.5,7,21,12,13,5,4,583,4.1,22,48,18,24,5,3
Collider,2013,tt2185374,210479,1,0,0,1,0,1,0,0,1,1,,,,,,4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wasteland,2013,tt2352892,212305,0,0,0,2,0,2,0,0,2,0,,,,,,110,3.6,1,7,6,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonno Profondo,2013,tt3467452,223755,1,3,0,2,2,1,0,1,2,0,,,,,,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les âmes de papier,2013,tt2571540,215989,0,0,0,0,1,1,1,0,1,1,,,,,,165,1.8,2,10,3,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campus Life,2013,tt2639514,220544,8,0,0,1,0,4,3,1,3,2,,,,,,5,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O Que Se Move,2013,tt2925942,210390,0,0,1,0,0,0,1,0,1,0,,,,,,8,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Violet,2013,tt2377398,226426,1,0,1,1,2,0,2,0,0,0,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Expectations,2013,tt2736822,190181,1,1,0,2,1,0,1,0,3,1,,,,,,0,0,0,0,0,0,0,0,24,2.7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,10,2.8,0,0,0,0,0,1,9,3.3,0,0,0,0,0,0
Drift,2013,tt3153668,185059,0,0,1,0,1,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3.2,0,0,0,0,0,0,6,3.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Asphalt Watches,2013,tt3106916,228604,0,1,2,0,0,1,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La maison du pêcheur,2013,tt2624626,194693,0,0,0,0,0,0,1,2,1,0,,,,,,5,3.1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siren,2013,tt2083332,193329,3,2,0,5,3,0,1,0,1,1,,,,,,58,1.8,1,0,0,6,6,6,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Blockbuster,2013,tt2998526,200652,0,0,0,0,0,0,0,0,0,1,,,,,,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Loulou, l'incroyable secret",2013,tt3400214,222370,0,0,0,0,0,0,0,0,1,0,,,,,,99,3.3,5,10,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marussia,2013,tt1906422,224422,1,0,1,2,0,0,1,0,0,1,,,,,,14,3.3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emil & Ida i Lönneberga,2013,tt3394878,226430,0,0,0,0,0,0,0,0,0,1,,,,,,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trois exercices d'interprétation,2013,tt3101742,224981,0,0,0,0,1,0,0,0,1,2,,,,,,1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Tu seras un homme,2013,tt2914386,219532,3,0,0,6,2,0,2,1,1,1,,,,,,26,3.4,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunting Season,2013,tt2217829,229485,1,0,0,1,3,1,3,0,0,0,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Lucky Elephant,2013,tt2480940,224252,4,1,1,0,2,0,2,0,0,1,,,,,,4,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Özür Dilerim,2013,tt3413534,219936,0,0,0,0,0,1,0,0,0,0,,,,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,2.8,0,0,1,1,1,0
